Comments,SCHOOL NAME,FIELD,Grande Ecole or Ecole Spécialisée,PROGRAM NAME,SPECIALISATION,INTAKE,LEVEL OF ENTRY,CITY,PRICE,LENGHT,LANGUAGE,,,,,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation UX Design,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Design Produit ,,Fall,BAC+3,Valenciennes,0,2,French,,,,,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Design Transport ,,Fall,BAC+3,Valenciennes,0,2,French,,,,,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor in Management et Tech Design,,Fall,BAC,Valenciennes,10500,3,French,,,,,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Animation 3D,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Animation 2D,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Game Art,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Game Design,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Game Programming,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Global BBA,Accounting/E-commerce & Digital Strategy/Luxury Brand Management/Sustainable Development & Social Responsibility /Corporate Finance/Entrepreneurship & Business Administration/Marketing/,"Fall, Spring",BAC,"Lille, Sophia-Antipolis",14000,4,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Bachelor in Management and Engineering Sciences,,Fall,BAC,Lille,14000,4,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École) ,"Marketing Digital & Data Analytics/Contrôle de Gestion & Audit /Marketing Digital & Data Analytics /Contrôle de Gestion & Audi/Strategic Marketing & Business Development​​ /Audit, Management Accounting &​​ Finance /​​​​Project Management & Supply Chain/All Masters of Science are available/All Mastères spécialisés are available /",Fall,BAC+3,"Lille, Paris, Sophia-Antipolis",18500,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École) ,"Marketing Digital & Data Analytics/Contrôle de Gestion & Audit /Marketing Digital & Data Analytics /Contrôle de Gestion & Audi/Strategic Marketing & Business Development​​ /Audit, Management Accounting &​​ Finance /​​​​Project Management & Supply Chain/All Masters of Science are available/All Mastères spécialisés are available /",Fall,BAC+3,"Lille, Paris",0,2,French,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,"MSc Auditing, Management Accounting & Information Systems",,Fall,BAC+3,Paris,19000,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,"MSc Auditing, Management Accounting & Information Systems",,Fall,BAC+4,Paris,19000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Business Consulting & Decision Intelligence,,"Fall, Spring",BAC+3,"Paris, Sophia-Antipolis",19000,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Business Consulting & Decision Intelligence,,"Fall, Spring",BAC+4,"Paris, Sophia-Antipolis",19000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Corporate Financial Management,,"Fall, Spring",BAC+3,"Paris, Sophia-Antipolis",19000,2,English,,,,,,,,,,,
Closed Paris,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Corporate Financial Management,,"Fall, Spring",BAC+4,"Paris, Sophia-Antipolis",19000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Digital Marketing and Artificial Intelligence,,"Fall, Spring",BAC+3,Sophia-Antipolis,19000,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Digital Marketing and Artificial Intelligence,,"Fall, Spring",BAC+4,Sophia-Antipolis,19000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Entrepreneurship & Innovation​,,"Fall, Spring",BAC+3,Sophia-Antipolis,19000,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Entrepreneurship & Innovation​,,"Fall, Spring",BAC+4,Sophia-Antipolis,19000,1,English,,,,,,,,,,,
Closed Paris,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Financial Markets & Investments,,Fall,BAC+3,"Paris, Sophia-Antipolis",23000,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Financial Markets & Investments,,Fall,BAC+4,"Paris, Sophia-Antipolis",27000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc in International Business,,"Fall, Spring",BAC+3,Paris,19000,2,English,,,,,,,,,,,
Closed,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc in International Business,,"Fall, Spring",BAC+4,Paris,19000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Strategic Management & Consulting,,Fall,BAC+3,Paris,22000,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Strategic Management & Consulting,,Fall,BAC+4,Paris,25000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc International Human Resources & Performance Management,,"Fall, Spring",BAC+3,Paris,19000,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc International Human Resources & Performance Management,,"Fall, Spring",BAC+4,Paris,19000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc International Marketing & Business Development,,"Fall, Spring",BAC+3,"Lille, Paris, Sophia-Antipolis",19000,2,English,,,,,,,,,,,
Closed,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc International Marketing & Business Development,,"Fall, Spring",BAC+4,"Lille, Paris, Sophia-Antipolis",19000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Luxury & Fashion Management,,"Fall, Spring",BAC+3,Sophia-Antipolis,20500,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Luxury & Fashion Management,,"Fall, Spring",BAC+4,Sophia-Antipolis,22000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Project Management for Business Development,,"Fall, Spring",BAC+3,"Lille, Paris",19000,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Project Management for Business Development,,"Fall, Spring",BAC+4,"Lille, Paris",19000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Sustainable Finance & Fintech,,"Fall, Spring",BAC+3,Paris,19000,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Sustainable Finance & Fintech,,"Fall, Spring",BAC+4,Paris,19000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,"MSc Sport, Event & Hospitality Management",,"Fall, Spring",BAC+3,Sophia-Antipolis,19000,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,"MSc Sport, Event & Hospitality Management",,"Fall, Spring",BAC+4,Sophia-Antipolis,19000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Global Supply Chain Management & Procurement,,"Fall, Spring",BAC+3,Lille,22000,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Global Supply Chain Management & Procurement,,"Fall, Spring",BAC+4,Lille,25000,1,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Artificial Intelligence for Business Transformation,,Fall,BAC+3,Paris,22000,2,English,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Artificial Intelligence for Business Transformation,,Fall,BAC+4,Paris,25000,1,English,,,,,,,,,,,
FULL IN PARIS & LILLE,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Mastère Spécialisés® (MS) Manager des Projets et Programmes​,,"Fall, Spring",BAC+5,"Lille, Paris, Online",18000,1,French,,,,,,,,,,,
FULL IN PARIS,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Mastère Spécialisés® (MS) Chef de Projet Intelligence Artificielle,,Fall,BAC+5,Paris,18000,1,French,,,,,,,,,,,
FULL IN LILLE & PARIS,SKEMA Business School ,Business School  📈,Grande Ecole 👑,"Mastère Spécialisés® (MS) Expert en Contrôle de Gestion, Audit et Système d'Information",Contrôle Interne & Risques (CIA)/Management Accounting (CIMA)/Systèmes d’Information (CISA)/Audit Externe (DSCG UV 4)/Intelligence Artificielle (PL900)/,"Fall, Spring",BAC+5,"Lille, Paris",18000,1,Mix,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Mastère Spécialisés® (MS) Manager de la Chaîne Logistique et Achats,,"Fall, Spring",BAC+5,"Lille, Paris",18000,1,French,,,,,,,,,,,
FULL IN PARIS,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Mastère Spécialisés® (MS) Manager en Gestion de Patrimoine Financier ,,Fall,BAC+5,Paris,18000,1,French,,,,,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Mastère Spécialisés® MS Manager Marketing Data et Commerce Electronique,,"Fall, Spring",BAC+5,"Lille, Paris, Online",18000,1,French,,,,,,,,,,,
,South Champagne Business School (Yschools),DO NOT SEND APPLICATIONS,,Global Bachelor in Management,Marketing & Commerce/ Marketing & Sport/ Marketing & Sport/ Marketing & Eco-responsabilité/,Fall,BAC,"Charleville-Mézières, Chaumont, Troyes",7500,3,French,,,,,,,,,,,
,South Champagne Business School (Yschools),DO NOT SEND APPLICATIONS,,Global Bachelor in Management,Marketing & Commerce/ Marketing & Sport/ Marketing & Sport/ Marketing & Eco-responsabilité/,Fall,BAC,Chaumont,7500,3,French,,,,,,,,,,,
,South Champagne Business School (Yschools),DO NOT SEND APPLICATIONS,,International Bachelor in Business Administration,,Fall,BAC,Troyes,9000,4,English,,,,,,,,,,,
,South Champagne Business School (Yschools),DO NOT SEND APPLICATIONS,,Master in Management (Master Grande École) ,"Finance, Audit & Controlling/Customer Advice & Wealth Management/Marketing & Business Development/Innovation & Transformation Digitale/Operations & Information Systems Management/Innovation In Tourism/",Fall,BAC+3,Troyes,10000,2,Both,,,,,,,,,,,
,South Champagne Business School (Yschools),DO NOT SEND APPLICATIONS,,"MSc Innovation, Creativity & Entrepreneurship",,Fall,BAC+4,Troyes,11500,1.5,English,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Management du Sport,,Fall,BAC,Paris,9700,3,French,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,BBA in sports Management,,Fall,BAC,Paris,10500,4,English,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,MSc Global Sports Management,,Fall,BAC+3,Paris,14300,2,English,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,MSc Global Sports Management,,Fall,BAC+4,Paris,14300,1,English,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,MBA Management du sport,,Fall,BAC+3,Paris,10600,2,French,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,MBA Management du sport,,Fall,BAC+4,Paris,10600,1,French,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,"MBA Médias, communication et digital",,Fall,BAC+3,Paris,10600,2,French,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,"MBA Médias, communication et digital",,Fall,BAC+4,Paris,10600,1,French,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,MBA Événementiel sportif,,Fall,BAC+3,Paris,10600,2,French,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,MBA Événementiel sportif,,Fall,BAC+4,Paris,10600,1,French,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,MBA Marketing sportif et digital,,Fall,BAC+3,Paris,10600,2,French,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,MBA Marketing sportif et digital,,Fall,BAC+4,Paris,10600,1,French,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,MBA Management Commercial & sponsoring sportif,,Fall,BAC+3,Paris,10600,2,French,,,,,,,,,,,
,Sports Management School - Planeta Group,Business School  📈,Ecole Spécialisée 🧢 ,MBA Management Commercial & sponsoring sportif,,Fall,BAC+4,Paris,10600,1,French,,,,,,,,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation design d'Identité(s),,Fall,BAC,"Lyon, Paris",10400,5,French,,,,,,,,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation design produit(s),,Fall,BAC,"Lyon, Paris",10400,5,French,,,,,,,,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation design UX & interaction(s),,Fall,BAC,"Lyon, Paris",10400,5,French,,,,,,,MSc Management of technology - Information systems,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation design d’espace(s),,Fall,BAC,"Lyon, Paris",10400,5,French,,,,,,,,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation design transport & mobilité(s),,Fall,BAC,Paris,10400,5,French,,,,,,,,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation design industriel & ingénierie,,Fall,BAC+3,Paris,11190,3,English,,,,,,,,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation design mobilité(s) durable(s),,Fall,BAC+3,Lyon,11190,2,French,,,,,,,,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation design prototypage,,Fall,BAC,"Lyon, Paris",9960,3,French,,,,,,,,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Innovation x Design ,,Fall,BAC+5,Paris,12900,1,French,,,,,,,,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,MSc Strategy & Design for the anthropocene ,,Fall,BAC+3,Lyon,12950,1.5,English,,,,,,,,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Design Territoire(s) & Maîtrise d'usage(s),,Fall,BAC+3,Lyon,11190,2,French,,,,,,,,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Master in Design Transition,,Fall,BAC+3,Paris,12850,2,English,,,,,,,,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Master In Transportation Design,,Fall,BAC+3,Paris,12850,2,English,,,,,,,,,,,
Deadline is August 25th,Strate School of Design - GALILEO Group,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Master In Transportation Design,,Fall,BAC+4,Paris,12850,1,English,,,,,,,,,,,
,Sup Career - OMNES Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Développement de clientèle,,"Fall, Spring",BAC+2,Paris,0,1,French,,,,,,,,,,,
,Sup Career - OMNES Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Gestionnaire financier,,"Fall, Spring",BAC+2,Online,0,1,French,,,,,,,,,,,
,Sup Career - OMNES Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Gestionnaire RH et RSE,,"Fall, Spring",BAC+2,Online,0,1,French,,,,,,,,,,,
No student in France,Sup De Com - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,BTS Communication,,Fall,BAC,"Lyon, Nantes",6820,2,French,,,,,,,,,,,
No student in France,Sup De Com - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Communication & Création ,,Fall,BAC,"Amiens, Bordeaux, Brest, Caen, Grasse, Grenoble, La Réunion, Le Mans, Lille, Lyon, Montpellier, Nantes, Nice, Paris, Toulouse",8120,3,French,,,,,,,,,,,
No student in France,Sup De Com - FIGS Group,Business School  📈,Ecole Spécialisée 🧢 ,Bachelor Communication & Création ,,Spring,BAC,"Bordeaux, Brest, Caen, Grenoble, Lille, Lyon, Montpellier, Nantes, Nice, Paris, Toulouse",3900,3,French,,,,,,,,,,,
